,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
558,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路336巷1~30號,32.9,住,,,1081020,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060713.0,194.54,3,2,2,有,有,15200000,89122.0,坡道平面,36.33,1100000,,RPTNMLMKKHPFFAH28CA
559,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,17.03,住,,,1081208,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070601.0,134.95,2,2,1,有,有,7100000,61014.0,坡道平面,40.71,1350000,,RPUNMLRJKHPFFAH78CA
560,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街91~120號,15.42,住,,,1081220,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070601.0,125.97,2,2,1,有,有,6040000,55008.0,坡道平面,40.71,1350000,,RPWNMLRJKHPFFAH98CA
561,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,16.33,住,,,1081109,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070601.0,129.79000000000002,2,2,1,有,有,6460000,56042.0,坡道平面,39.5,1400000,,RPXNMLRJKHPFFAH09CA
562,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,15.42,住,,,1081215,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070601.0,124.76,2,2,1,有,有,6010000,55243.0,坡道平面,39.5,1300000,,RPOOMLRJKHPFFAH28CA
563,桃園區,房地(土地+建物)+車位,桃園市桃園區中埔二街151~180號,15.69,住,,,1081220,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840809.0,132.7,2,2,1,有,有,7000000,52751.0,坡道平面,0.0,0,,RPROMLRJKHPFFAH58CA
564,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路31~60號,21.11,住,,,1080625,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015.0,158.99,3,2,2,有,有,11300000,71741.0,坡道平面,26.57,1800000,,RPSOMLRJKHPFFAH68CA
566,桃園區,房地(土地+建物)+車位,桃園市桃園區吉安一街181~210號,14.47,住,,,1081219,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323.0,128.12,2,2,1,有,有,9800000,85258.0,坡道平面,27.25,1200000,,RPOOMLKKKHPFFAH67CA
567,桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街15巷1~30號,20.59,住,,,1081219,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030110.0,156.51,3,2,2,有,有,9650000,61657.0,坡道平面,29.26,0,,RPROMLKKKHPFFAH97CA
568,桃園區,房地(土地+建物),桃園市桃園區中山路751~780號,7.82,住,,,1081222,土地1建物1車位0,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881201.0,78.23,2,2,1,有,有,4750000,60718.0,,0.0,0,含增建或未登記建物。;,RPTOMLKKKHPFFAH18CA
569,桃園區,房地(土地+建物)+車位,桃園市桃園區同德二街31~60號,47.9,住,,,1081222,土地1建物1車位2,二十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040727.0,322.04,4,2,3,有,有,32880000,114019.0,坡道平面,65.24,3600000,,RPSSMLRJKHPFFAH09CA
570,桃園區,房地(土地+建物)+車位,桃園市桃園區同德二街31~60號,47.9,住,,,1081227,土地1建物1車位2,二十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040727.0,320.06,4,2,3,有,有,33980000,116717.0,坡道平面,63.2,4000000,,RPTSMLRJKHPFFAH56CA
572,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路61~90號,45.7,住,,,1081210,土地1建物1車位3,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824.0,346.5,0,0,0,無,有,31500000,90909.0,坡道平面,0.0,0,,RPPNMLKKKHPFFAH67CA
573,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路271~300號,5.39,住,,,1090106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870402.0,89.74,2,1,1,有,有,5870000,65411.0,坡道平面,0.0,0,,RPQNMLKKKHPFFAH77CA
575,桃園區,房地(土地+建物)+車位,桃園市桃園區經國一路151~180號,15.76,商,,,1081109,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814.0,136.5,3,1,2,有,有,10500000,81675.0,坡道平面,29.98,1800000,,RPOSMLRJKHPFFAH68CA
576,桃園區,房地(土地+建物)+車位,桃園市桃園區敬三街1~30號,30.38,住,,,1081123,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970331.0,182.81,4,2,3,有,有,13280000,72644.0,坡道平面,28.05,0,,RPUPMLRJKHPFFAH98CA
581,桃園區,房地(土地+建物),桃園市桃園區大有路631~660號,9.4,住,,,1081228,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860901.0,80.09,2,2,1,有,有,5320000,66425.0,,0.0,0,,RPOQMLLKKHPFFAH97CA
582,桃園區,房地(土地+建物)+車位,桃園市桃園區天祥五街1~30號,14.77,住,,,1081209,土地1建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880111.0,186.81,3,2,2,有,有,11820000,63273.0,坡道平面,0.0,0,,RPRQMLLKKHPFFAH28CA
585,桃園區,房地(土地+建物)+車位,桃園市桃園區民光東路241~270號,12.25,住,,,1081227,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870506.0,136.17000000000002,3,2,2,有,有,6700000,49203.0,坡道平面,33.01,0,,RPXOMLNKKHPFFAH88CA
587,桃園區,房地(土地+建物)+車位,桃園市桃園區民光東路181~210號,8.69,住,,,1081223,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920918.0,97.23,2,2,1,有,有,6000000,61703.0,坡道平面,0.0,0,,RPPOMLNKKHPFFAH08CA
589,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路451~480號,23.9,住,,,1081215,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030610.0,159.3,3,2,2,有,有,9550000,59950.0,坡道平面,0.0,0,,RPXNMLPKKHPFFAH98CA
591,桃園區,房地(土地+建物)+車位,桃園市桃園區國強十一街31~60號,15.56,住,,,1081206,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050713.0,124.4,2,1,1,有,有,7240000,58199.0,坡道平面,30.17,0,,RPRQMLTKKHPFFAH09CA
592,桃園區,房地(土地+建物)+車位,桃園市桃園區龍鳳三街65巷1~30號,19.48,住,,,1081220,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880402.0,138.59,3,2,2,有,有,6600000,47622.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPSQMLTKKHPFFAH56CA
594,桃園區,房地(土地+建物)+車位,桃園市桃園區藝文一街1~30號,34.57,商,,,1080908,土地1建物1車位2,二十四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040303.0,409.17,3,2,3,有,有,37000000,90427.0,坡道平面,84.84,0,,RPQPMLRKKHPFFAH68CA
596,桃園區,房地(土地+建物),桃園市桃園區國際路一段1171~1200號,6.46,住,,,1081216,土地1建物1車位0,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861128.0,75.3,2,2,1,有,有,4250000,56441.0,,0.0,0,,RPTNMLLJLHPFFAH18CA
616,中壢區,房地(土地+建物),桃園市中壢區龍和三街1~30號,9.52,其他,,,1081230,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860227.0,90.59,3,2,2,有,有,3900000,43051.0,,0.0,0,,RPQRMLNKKHPFFBH58CA
637,中壢區,房地(土地+建物),桃園市中壢區環中東路二段312巷1~30號,5.81,其他,,,1090110,土地1建物1車位0,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880528.0,62.12,4,1,1,有,有,3020000,48616.0,,0.0,0,含增建或未登記建物。;,RPVOMLQJLHPFFBH09CA
664,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路1~30號,20.88,住,,,1090109,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108.0,163.97,3,2,2,有,有,8000000,56506.0,坡道平面,41.86,1100000,,RPSOMLOKKHPFFDH78CA
670,楊梅區,房地(土地+建物),桃園市楊梅區中山北路一段390巷45弄31~60號,15.73,住,,,1090111,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830625.0,99.4,3,2,2,有,有,2350000,23642.0,,0.0,0,,RPVOMLKLKHPFFDH78CA
688,八德區,房地(土地+建物)+車位,桃園市八德區中山路181~210號,50.68,住,,,1081214,土地1建物1車位2,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613.0,265.21000000000004,4,2,2,有,有,12200000,52206.0,坡道平面,66.0,1800000,,RPQNMLOKKHPFFFH68CA
690,八德區,房地(土地+建物)+車位,桃園市八德區仁德一路121~150號,23.23,住,,,1081224,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030811.0,132.82999999999998,2,2,1,有,有,6750000,50817.0,坡道平面,31.15,0,,RPUOMLLKKHPFFFH88CA
692,平鎮區,房地(土地+建物),桃園市平鎮區榮興街1~30號,15.09,住,,,1081227,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840221.0,101.24,3,2,2,有,有,3450000,34077.0,,0.0,0,,RPOOMLKKKHPFFGH28CA
721,平鎮區,房地(土地+建物)+車位,桃園市平鎮區高雙路1~30號,21.06,住,,,1081222,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071023.0,155.70999999999995,2,2,1,有,有,7680000,54080.0,坡道平面,42.36,1550000,,RPXNMLPKKHPFFGH96CA
722,平鎮區,房地(土地+建物)+車位,桃園市平鎮區高雙路1~30號,17.13,住,,,1090105,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071023.0,134.57,2,2,1,有,有,7000000,59104.0,坡道平面,42.36,1550000,,RPOOMLPKKHPFFGH78CA
723,八德區,房地(土地+建物)+車位,桃園市八德區廣豐路121~150號,16.99,住,,,1081218,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040609.0,127.31,2,2,1,有,有,8160000,64096.0,坡道平面,29.24,0,,RPOQMLLLKHPFFFH58CA
724,平鎮區,房地(土地+建物),桃園市平鎮區中庸路151~180號,11.17,商,,,1081219,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961025.0,84.95,2,2,2,有,有,3960000,46616.0,,0.0,0,兩間套房。,RPSOMLKLKHPFFGH78CA
725,平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路211~240號,19.83,住,,,1081012,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070918.0,133.0,2,1,1,有,有,7410000,60857.0,坡道平面,32.6,1300000,,RPPNMLOLKHPFFGH78CA
742,平鎮區,房地(土地+建物)+車位,桃園市平鎮區大連街91~120號,12.3,商,,,1081211,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701.0,126.21,2,2,2,有,有,70000000,554631.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLPJLHPFFGH09CA
745,龜山區,房地(土地+建物),桃園市龜山區文化三路1~30號,13.04,商,,,1081227,土地1建物1車位0,十六層，十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870430.0,139.95,3,2,2,有,有,11000000,78599.0,,0.0,0,,RPQNMLOKKHPFFHH88CA
751,桃園區,房地(土地+建物)+車位,桃園市桃園區保定三街89巷1~30號,30.44,住,,,1081220,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060111.0,205.58,3,2,2,有,有,15180000,73840.0,坡道平面,0.0,1600000,,RPTOMLKLKHPFFAH38DA
752,桃園區,房地(土地+建物)+車位,桃園市桃園區逸林街121~150號,29.9,住,,,1090101,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950826.0,188.87,4,2,2,有,有,11350000,61678.0,坡道平面,29.17,1500000,含增建或未登記建物。;,RPSPMLLLKHPFFAH48DA
759,八德區,房地(土地+建物)+車位,桃園市八德區中正路121~150號,20.2,商,,,1081110,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623.0,168.19,3,2,2,有,有,7500000,46203.0,坡道平面,29.67,1100000,,RPRNMLRKKHPFFFH56DA
774,中壢區,房地(土地+建物)+車位,桃園市中壢區富國街31~60號,28.95,商,,,1081220,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980925.0,242.74,5,2,2,有,有,15200000,62618.0,坡道平面,0.0,1200000,含增建或未登記建物。,RPWVMLLKKHPFFBH86DA
776,桃園區,房地(土地+建物)+車位,桃園市桃園區中埔二街61~90號,14.18,住,,,1081229,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940425.0,154.76,4,2,2,有,有,10900000,70432.0,坡道平面,0.0,1300000,含增建或未登記建物。;,RPRPMLLLKHPFFAH38DA
779,桃園區,房地(土地+建物)+車位,桃園市桃園區民有十二街1~30號,29.49,住,,,1081214,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030520.0,203.18,3,2,2,有,有,13280000,74404.0,坡道平面,59.64,2600000,,RPPQMLQLKHPFFAH78DA
780,桃園區,房地(土地+建物)+車位,桃園市桃園區愛二街61~90號,16.22,住,,,1081228,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001128.0,124.36,2,2,1,有,有,6730000,60056.0,坡道平面,35.61,1400000,含增建或未登記建物。;,RPTQMLQLKHPFFAH56DA
785,八德區,房地(土地+建物)+車位,桃園市八德區高城八街61~90號,18.07,商,,,1090105,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950329.0,169.62,4,2,2,有,有,7800000,45985.0,坡道平面,0.0,0,,RPUNMLNKKHPFFFH98CA
801,蘆竹區,房地(土地+建物),桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031.0,95.29,2,1,1,有,有,6500000,68213.0,,0.0,0,,RPUNMLNKKHPFFEH88CA
803,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031.0,125.69,2,1,1,有,有,8450000,70835.0,坡道平面,31.81,1800000,,RPXNMLNKKHPFFEH56CA
821,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路1~30號,23.3,住,,,1081208,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108.0,174.51,2,2,2,有,有,8580000,56389.0,坡道平面,41.86,1100000,,RPTOMLOKKHPFFDH88CA
843,中壢區,房地(土地+建物)+車位,桃園市中壢區興安一街31~60號,24.64,住,,,1090203,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970429.0,191.4,2,1,1,有,有,7300000,38140.0,坡道平面,0.0,0,含增建或未登記建物。;,RPXOMLPLKHPFFBH66CA
871,桃園區,房地(土地+建物)+車位,桃園市桃園區慈德街151~180號,18.62,商,,,1081222,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930720.0,163.93,4,2,2,有,有,9880000,60270.0,坡道平面,0.0,0,,RPQNMLLJLHPFFAH87CA
876,桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街229巷1~30號,25.06,住,,,1081021,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080710.0,180.27,3,2,2,有,無,13600000,86802.0,坡道平面,33.96,900000,,RPOPMLMJLHPFFAH97CA
877,桃園區,房地(土地+建物)+車位,桃園市桃園區龍泉二街31~60號,11.7,商,,,1081208,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023.0,138.21,2,2,2,有,有,7580000,54844.0,坡道平面,0.0,0,,RPXQMLRLKHPFFAH96CA
878,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,33.47,住,,,1080519,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,205.66,3,2,2,有,有,14380000,81636.0,坡道平面,71.16,3400000,,RPSRMLRLKHPFFAH56CA
879,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,33.41,住,,,1070303,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,168.04000000000005,3,2,2,有,有,11700000,75099.0,坡道平面,33.55,1600000,,RPWRMLRLKHPFFAH96CA
880,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,18.75,住,,,1080521,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,110.84,2,1,1,有,有,8120000,85304.0,坡道平面,35.58,1700000,,RPXRMLRLKHPFFAH07CA
881,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,18.75,住,,,1071215,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,110.84,2,1,1,有,有,7320000,74674.0,坡道平面,35.58,1700000,,RPOSMLRLKHPFFAH88CA
882,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,18.75,住,,,1080829,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,110.84,2,1,1,有,有,7430000,76136.0,坡道平面,35.58,1700000,,RPPSMLRLKHPFFAH98CA
883,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路198巷1~30號,18.75,住,,,1061103,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001.0,110.84,2,1,1,有,有,7180000,71486.0,坡道平面,35.58,1800000,,RPRSMLRLKHPFFAH56CA
884,桃園區,房地(土地+建物),桃園市桃園區敬二街1~30號,14.94,住,,,1090115,土地1建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830713.0,156.19,4,2,2,有,有,8000000,51220.0,,0.0,0,,RPWOMLRKKHPFFAH56CA
887,桃園區,房地(土地+建物)+車位,桃園市桃園區國強一街181~210號,29.13,住,,,1090104,土地2建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980815.0,258.81,4,3,2,有,有,14500000,56026.0,坡道平面,0.0,0,,RPXQMLQLKHPFFAH86CA
892,桃園區,房地(土地+建物)+車位,桃園市桃園區力行路385巷1~30號,20.5,住,,,1081231,土地4建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060821.0,142.95999999999995,3,2,2,有,有,11180000,78485.0,坡道平面,22.81,1750000,,RPVQMLLLKHPFFAH78CA
898,桃園區,房地(土地+建物)+車位,桃園市桃園區天祥三街1~30號,27.49,住,,,1081226,土地3建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941201.0,152.01999999999995,3,2,2,有,有,10850000,71372.0,坡道平面,29.73,0,,RPXOMLMKKHPFFAH78CA
